2016/02/25,23:12:20.617Z,This is Europes Armageddon...the end is nigh as they say...if you really do want to solve the problem you are facing then you have to get rid of the perpetrators of this catastrophe starting at the TOP!    ,brisbane Australia,67,67,Fabrice Leggeri warns of huge new migrant influx in Europe in 2016
2016/02/25,23:12:05.601Z,Gove...your government could have done something about controlling the flow of non-EU migrants like it promised in 2010 and 2015.,Threatened Surrey Greenbelt United Kingdom,35,35,Fabrice Leggeri warns of huge new migrant influx in Europe in 2016
2016/02/25,23:10:26.915Z,Aga Poland is the best United Kingdom about 31 minutes ago You uk is stupid so let them destroy your country. New1112 meteor Bristol United Kingdom about 24 minutes ago Keep at it in your English lessons!! -----------soon no English needed in uk.You better learn polish,Poland is the best United Kingdom,-18,26,Fabrice Leggeri warns of huge new migrant influx in Europe in 2016
2016/02/25,23:10:00.339Z,#im-voting-NO,Wakefield United Kingdom,18,18,Fabrice Leggeri warns of huge new migrant influx in Europe in 2016
2016/02/25,23:06:22.768Z,Just say NO,Bromsgrove United Kingdom,23,23,Fabrice Leggeri warns of huge new migrant influx in Europe in 2016
2016/02/25,23:03:52.180Z,YOU know I had about a 1000 rats in my barn I went out and shot dead about a dozen. Then I had NO rats. As they got the message and fled. ,la United States,37,43,Fabrice Leggeri warns of huge new migrant influx in Europe in 2016
2016/02/25,23:03:47.719Z,The imbalance of our culture and the future of our country is in the hands of fools blinded by misguided alliances to the capitalistic companies that benefited from huge tax rebates from Europe. Sweetener or what. Britain could become great again on its own. 1 good Leader Required,wimborne,42,42,Fabrice Leggeri warns of huge new migrant influx in Europe in 2016
2016/02/25,23:00:41.230Z,Tony Blair wrecked England. Why is this man not in prison. These people are going to take England over and it's all blairs fault.,Tipperary Ireland,54,54,Fabrice Leggeri warns of huge new migrant influx in Europe in 2016
2016/02/25,22:59:45.404Z,why is it they are not all heading for russia perhaps the russians have got it right.,ramsgate United Kingdom,33,33,Fabrice Leggeri warns of huge new migrant influx in Europe in 2016
2016/02/25,22:58:24.742Z,They too want a free ride,Central Hong Kong,24,24,Fabrice Leggeri warns of huge new migrant influx in Europe in 2016
2016/02/25,22:56:02.908Z,10 million,eastleigh United Kingdom,20,20,Fabrice Leggeri warns of huge new migrant influx in Europe in 2016
2016/02/25,22:55:02.527Z,And how many of these millions will be allowed to bring their families extended families friends acquaintances kindergarten classmates people they saw on the street once etc?,Kansas United States,30,32,Fabrice Leggeri warns of huge new migrant influx in Europe in 2016
2016/02/25,22:54:45.579Z,This is the consequences of meddling with another region selling arms creating wars and taking sides. When will we learn not to be USA's poodle?,Chelmsford United Kingdom,19,25,Fabrice Leggeri warns of huge new migrant influx in Europe in 2016
2016/02/25,22:54:23.494Z,There's some hidden agenda here...it's not just about immigration or migrants fleeing war torn countries much more to it changing the face of Europe.,North Yorkshire United Kingdom,35,37,Fabrice Leggeri warns of huge new migrant influx in Europe in 2016
2016/02/25,22:51:27.100Z,Vote out.,middle england United Kingdom,33,37,Fabrice Leggeri warns of huge new migrant influx in Europe in 2016
2016/02/25,22:50:36.105Z,Gove you are a disgrace why we vote for MPs like you beats me. GOVETN! We need decisive action and military style protection for our Borders. We PAY an ARMY where ARE THEY?? Our Government is not fit for the purpose!!!! ,Lincolnshire United Kingdom,15,17,Fabrice Leggeri warns of huge new migrant influx in Europe in 2016
2016/02/25,22:50:07.027Z,I'm going to miss European culture.,Palo Seco Costa Rica,21,23,Fabrice Leggeri warns of huge new migrant influx in Europe in 2016
2016/02/25,22:40:25.485Z,Gove is right we have no control over who comes here -  but we will have the day after the referendum referendum.,Nottingham,34,38,Fabrice Leggeri warns of huge new migrant influx in Europe in 2016
2016/02/25,22:38:24.992Z,You uk is stupid so let them destroy your country.,Poland is the best United Kingdom,-1,41,Fabrice Leggeri warns of huge new migrant influx in Europe in 2016
2016/02/25,22:38:02.763Z,Turkey's population is 70 million - not ten. Heaven help us all if we're not 'OUT' by then!,Atlantis,35,37,Fabrice Leggeri warns of huge new migrant influx in Europe in 2016
2016/02/25,22:31:48.556Z,Britain desperately needs to take control of its own borders and affairs. ,Brampton,55,59,Fabrice Leggeri warns of huge new migrant influx in Europe in 2016
2016/02/25,22:30:37.182Z,Make that 10 million until Turkey joins then double it.,eastleigh United Kingdom,32,38,Fabrice Leggeri warns of huge new migrant influx in Europe in 2016
2016/02/25,22:29:13.202Z,They WILL breed to Electoral Majority and impose THAT religion upon us.   Remember to tell your grandchildren how you sat on your butt and did nothing....,EUSSR United Kingdom,52,58,Fabrice Leggeri warns of huge new migrant influx in Europe in 2016
2016/02/25,22:26:28.185Z,Heard a statement from Chief of Migration Watch today on Radio 2 and it was a surprise when he was telling listeners the scale of all this and the hundreds of thousands of houses we'll have to build per year. Plus the effect it's going to have on services.  And there's one person who can stop this Put in who's got his finger on the button. ,Preston United Kingdom,33,35,Fabrice Leggeri warns of huge new migrant influx in Europe in 2016
2016/02/25,22:23:05.337Z,I'd be in trouble if I wrote what I really want to...,manchester United Kingdom,40,42,Fabrice Leggeri warns of huge new migrant influx in Europe in 2016
2016/02/26,00:41:26.880Z,Nobody wanted the bloody tunnel in the first place,Hull United Kingdom,2,4,Calais migrants storm Channel Tunnel in bid to reach Britain before 'Jungle' camp is destroyed
2016/02/25,23:47:26.991Z,Ive been told that if we leave the eu this will magicly stop,rat race United Kingdom,0,2,Calais migrants storm Channel Tunnel in bid to reach Britain before 'Jungle' camp is destroyed
2016/02/25,23:03:25.964Z,OUT OUT OUT OUT OUT OUT OUT FOR GOODNESS SAKE GET US THE HELL OUT!!!!!!!!,Innsbruck Austria,271,281,Calais migrants storm Channel Tunnel in bid to reach Britain before 'Jungle' camp is destroyed
2016/02/25,23:01:08.293Z,Why don't they settle in France?,WoopWoop Australia,290,292,Calais migrants storm Channel Tunnel in bid to reach Britain before 'Jungle' camp is destroyed
2016/02/25,22:56:17.521Z,Why should France have to find them accomodation?.....These people are occupying this site illegaly.....clear the place repatriate them.,South of the border United Kingdom,256,264,Calais migrants storm Channel Tunnel in bid to reach Britain before 'Jungle' camp is destroyed
2016/02/25,22:41:03.487Z,OUT OUT OUT,Aberdeen,220,228,Calais migrants storm Channel Tunnel in bid to reach Britain before 'Jungle' camp is destroyed
2016/02/25,22:32:11.479Z,The British government encourages them with the reward of accommodation money and food once they get here.Why?,Herts United Kingdom,263,271,Calais migrants storm Channel Tunnel in bid to reach Britain before 'Jungle' camp is destroyed
2016/02/25,22:25:31.502Z,Go Knock on Buckingham Palace's door plenty of spare rooms there,Worldwide United Kingdom,62,202,Calais migrants storm Channel Tunnel in bid to reach Britain before 'Jungle' camp is destroyed
2016/02/25,22:13:36.059Z,Let them go to Sweden then,leicestershire United Kingdom,100,140,Calais migrants storm Channel Tunnel in bid to reach Britain before 'Jungle' camp is destroyed
2016/02/25,22:13:05.319Z,Seriously nothing is reported on our media it's so hard to know what's going on. Is the BBC ignoring anything even truthful that might encourage the British voters to vote leave?! ,Scotland United Kingdom,169,175,Calais migrants storm Channel Tunnel in bid to reach Britain before 'Jungle' camp is destroyed
2016/02/25,22:09:02.757Z,JEREMY WUD LET THEM ALL IN IF YOUD JUST VOTE HIM IN!!!  wHERIS THE HUMANITY england??,Manchester United Kingdom,-155,193,Calais migrants storm Channel Tunnel in bid to reach Britain before 'Jungle' camp is destroyed
2016/02/25,21:58:31.589Z,The French are only sorting the Calais problem now because of our EU Referendum. Probably been told to do so by Cameron. The French probably expect an amnesty by Cameron to take the lot if the UK is votes to stay in the EU. France won't be dealing with this problem if it doesn't have anything to gain by it.,london United Kingdom,144,150,Calais migrants storm Channel Tunnel in bid to reach Britain before 'Jungle' camp is destroyed
2016/02/25,21:57:21.930Z,Corbyn is not coming to power!,Maldon,87,93,Calais migrants storm Channel Tunnel in bid to reach Britain before 'Jungle' camp is destroyed
2016/02/25,21:54:04.454Z,I urge cameron to open the borders and let these desperate people in . we have a moral duty to help them !,luton United Kingdom,-141,151,Calais migrants storm Channel Tunnel in bid to reach Britain before 'Jungle' camp is destroyed
2016/02/25,21:41:15.726Z,Close the tunnel now  flood it if necessary .,Glasgow United Kingdom,53,59,Calais migrants storm Channel Tunnel in bid to reach Britain before 'Jungle' camp is destroyed
2016/02/25,21:31:52.501Z,Expect even worse if we don't BREXIT!,Chelmsford United Kingdom,90,100,Calais migrants storm Channel Tunnel in bid to reach Britain before 'Jungle' camp is destroyed
2016/02/25,21:24:40.379Z,Stay out. We don't want you here.,Smenge Angola,97,101,Calais migrants storm Channel Tunnel in bid to reach Britain before 'Jungle' camp is destroyed
2016/02/25,21:17:33.253Z,Close the tunnel for a while whilst they all go somewhere else.,Swindon United Kingdom,72,74,Calais migrants storm Channel Tunnel in bid to reach Britain before 'Jungle' camp is destroyed
2016/02/25,21:13:21.366Z,Close the tunnel for the foreseeable future to let the million or more migrants know that they can't enter England.,Brighton United Kingdom,83,85,Calais migrants storm Channel Tunnel in bid to reach Britain before 'Jungle' camp is destroyed
2016/02/25,21:08:53.127Z,Thanks Obama!,Austin United States,27,43,Calais migrants storm Channel Tunnel in bid to reach Britain before 'Jungle' camp is destroyed
2016/02/25,21:07:48.347Z,"Mob rule!",Liverpool United Kingdom,49,51,Calais migrants storm Channel Tunnel in bid to reach Britain before 'Jungle' camp is destroyed
2016/02/25,20:53:50.947Z,Go back home & sort your own country out scroungers,Durham United Kingdom,85,87,Calais migrants storm Channel Tunnel in bid to reach Britain before 'Jungle' camp is destroyed
2016/02/25,20:52:22.055Z,Send British troops the navy & marines to send up check points at Dover and blockades in the English Channel,Sheffield United Kingdom,269,273,Calais migrants storm Channel Tunnel in bid to reach Britain before 'Jungle' camp is destroyed
2016/02/25,20:50:34.851Z,Chunnel needs to go!,Leeds United Kingdom,46,50,Calais migrants storm Channel Tunnel in bid to reach Britain before 'Jungle' camp is destroyed
2016/02/25,20:49:35.464Z,Oh no!!!! Can we not help them stay in their own countries PLEASE,Chester United Kingdom,192,206,Calais migrants storm Channel Tunnel in bid to reach Britain before 'Jungle' camp is destroyed
2016/02/25,20:33:50.652Z,You don't "need" to get to England Khalid dear -- you "want" to get to England. Unfortunately for you your desires don't translate into international policy and you have no right to be there. Get another plan; one that entails learning French.,New York United States,320,328,Calais migrants storm Channel Tunnel in bid to reach Britain before 'Jungle' camp is destroyed
2016/02/25,20:02:33.069Z,The UK government should give them no incentive to come here give them nothing and they won't come is that so hard to understand. ,brum United Kingdom,253,257,Calais migrants storm Channel Tunnel in bid to reach Britain before 'Jungle' camp is destroyed
2016/02/25,20:01:20.789Z,They said on the news that less than 5% want to come to Britain? They walked past every other country to get here. Also 1000 from nearly 4000 is 25%. Stop lying to us we are not stupid. It's at least 95% that want to come here scrounging. VOTE OUT,London United Kingdom,67,69,Calais migrants storm Channel Tunnel in bid to reach Britain before 'Jungle' camp is destroyed
2016/02/25,19:57:40.264Z,We need to take serious action to control our borders. Surely the army supposed to protect our country on land?,Hull United Kingdom,202,210,Calais migrants storm Channel Tunnel in bid to reach Britain before 'Jungle' camp is destroyed
2016/02/25,19:06:29.462Z,Take a good look at how they are living if they were refugees they would accept the help of the French and move into decent lodgings but they choose too live in this squalor all because they have heard of the handouts given in Britain.......that is called scrounging go back home none of these are refugees they are migrants looking for the best handouts.,Niagara falls Canada,1077,1095,Calais migrants storm Channel Tunnel in bid to reach Britain before 'Jungle' camp is destroyed
2016/02/25,18:49:08.206Z,flood it,Nottm United Kingdom,562,588,Calais migrants storm Channel Tunnel in bid to reach Britain before 'Jungle' camp is destroyed
2016/02/25,18:35:33.798Z,Take the elderly sick and children out Let the other BRAVE MEN go back and fight for there own country !! ,Deryinia Cyprus United Kingdom,432,548,Calais migrants storm Channel Tunnel in bid to reach Britain before 'Jungle' camp is destroyed
2016/02/25,18:21:32.784Z,We are treating people like ANIMALS they deserve our RESPECT for everything they have gone through and should be welcomed in to any forward thinking community.  The UK is a disgrace for its stance on refugees hopefully Corbyn gets this right when he comes to power.,Calais France,-1259,1303,Calais migrants storm Channel Tunnel in bid to reach Britain before 'Jungle' camp is destroyed
2016/02/25,18:12:22.499Z,Welcome to the promised land. Dave will be on hand to welcome you to the UK. He will hand you a welcome pck with the keys to your new house and your first weeks benefits  ,London United Kingdom,524,546,Calais migrants storm Channel Tunnel in bid to reach Britain before 'Jungle' camp is destroyed
2016/02/25,18:07:12.265Z,Vote leave,West Country. United Kingdom,546,558,Calais migrants storm Channel Tunnel in bid to reach Britain before 'Jungle' camp is destroyed
2016/02/25,17:54:05.291Z,What are armed police for if they dont fire? This is being allowed simply due to the fact that it is not being stopped!,Looking around United Kingdom,363,375,Calais migrants storm Channel Tunnel in bid to reach Britain before 'Jungle' camp is destroyed
2016/02/25,17:47:03.143Z,I am desperate to move into a million pound home a few miles away from me . If I storm their front door and move into the life they have worked all their lives for I will be happy . ,upnorth United Kingdom,525,537,Calais migrants storm Channel Tunnel in bid to reach Britain before 'Jungle' camp is destroyed
2016/02/25,17:44:36.300Z,If there are any minors then France should flush them out and put them into care; that's what happens to the ones that manage to get over here. Other than that it's the second star on the right and straight on 'til morning!,london United Kingdom,293,299,Calais migrants storm Channel Tunnel in bid to reach Britain before 'Jungle' camp is destroyed
2016/02/25,17:34:46.492Z,Why didn't the French do this year's ago instead of letting it grow as it has.,Hull United Kingdom,521,541,Calais migrants storm Channel Tunnel in bid to reach Britain before 'Jungle' camp is destroyed
2016/02/25,17:25:36.375Z,cant someone block the tunnel then nobody can use it !!!,yorks United Kingdom,25,25,Calais migrants storm Channel Tunnel in bid to reach Britain before 'Jungle' camp is destroyed
2016/02/25,17:16:43.807Z,Another 1000 reasons to leave the EU. ,WITNEY United Kingdom,38,40,Calais migrants storm Channel Tunnel in bid to reach Britain before 'Jungle' camp is destroyed
2016/02/25,17:05:32.544Z,Ring dave he will come and get you.,Bedfordshire United Kingdom,15,15,Calais migrants storm Channel Tunnel in bid to reach Britain before 'Jungle' camp is destroyed
2016/02/25,17:05:23.549Z,what took the french authorities so long ?,Gaddaffy duck Libya,15,17,Calais migrants storm Channel Tunnel in bid to reach Britain before 'Jungle' camp is destroyed
2016/02/25,17:02:21.599Z,Mass deportation,birmingham United Kingdom,21,21,Calais migrants storm Channel Tunnel in bid to reach Britain before 'Jungle' camp is destroyed
2016/02/25,16:57:15.116Z,But france is safe and a first world country,birmingham United Kingdom,24,24,Calais migrants storm Channel Tunnel in bid to reach Britain before 'Jungle' camp is destroyed
2016/02/25,16:47:20.428Z,Never agreed with that tunnel ,Leeds,223,231,Calais migrants storm Channel Tunnel in bid to reach Britain before 'Jungle' camp is destroyed
2016/02/25,16:03:51.784Z,We have one tunnel leading into this country ONE why on earth is it so bloody hard to secure it?!,Glasgow United Kingdom,36,36,Calais migrants storm Channel Tunnel in bid to reach Britain before 'Jungle' camp is destroyed
2016/02/25,16:02:26.253Z,What about the people who need to travel through the channel tunnel for business or perhaps family obligations abroad or whatever reason who's journeys are delayed or cancelled because of this rabble of peasants. Just send them all home it's selfish and ridiculous and stupid of them to think Britain wants to take them in and pay for them for the rest of their lives with our own money.,manchester United Kingdom,895,913,Calais migrants storm Channel Tunnel in bid to reach Britain before 'Jungle' camp is destroyed
2016/02/25,15:56:26.225Z,Immigration is the main reason I will be voting LEAVE the EU.,Cheshire United Kingdom,35,37,Calais migrants storm Channel Tunnel in bid to reach Britain before 'Jungle' camp is destroyed
2016/02/25,15:53:53.125Z,Why don't these European countries just take pictures fingerprints and DNA from all of these people before they even step on European soil? That would probably be as good a deterrent as any. I just don't get how the potential threat caused by millions of people (some from hostile countries) flooding Europe can just be ignored like this...,West Coast United States,743,761,Calais migrants storm Channel Tunnel in bid to reach Britain before 'Jungle' camp is destroyed
2016/02/25,20:31:40.059Z,3 in 4 were Norweigian. Norwegians are sick,Little Britain United States,-241,403,One in four sex offenders in Norway last year had a migrant background study finds
2016/02/25,20:25:01.865Z,Lying statistic. So 1 in 4 were illegal I assume the other 3 in 4 arrived 1-2 year earlier from the same place and they are considered Norwegian. So I think it is 4 in 4. ,Debrecen Hungary,263,351,One in four sex offenders in Norway last year had a migrant background study finds
2016/02/25,20:23:29.688Z,IDIOT KIPPERS TAKE NOTE: NORWAY IS NOT IN THE EU (but it still has to pay the EU to have access to its markets! ),Wakefield,-157,247,One in four sex offenders in Norway last year had a migrant background study finds
2016/02/25,20:21:41.728Z,I don't believe this at all more anti immigrant scare mongering,London United Kingdom,-261,337,One in four sex offenders in Norway last year had a migrant background study finds
2016/02/25,20:20:39.636Z,Along with the other 5 who were not caught,Newcastle upon Tyne United Kingdom,144,166,One in four sex offenders in Norway last year had a migrant background study finds
2016/02/25,20:07:29.436Z,So the figure is highly and all the more significant because immigrants do not make up 25% of the Norwegian population.,port charlotte United States,200,212,One in four sex offenders in Norway last year had a migrant background study finds
2016/02/25,20:33:19.379Z,I can't believe the French government let it get this out of control in the first place.,Warfirld United Kingdom,514,532,Bulldozers prepare to demolish Calais 'Jungle' camp after judge upholds decision to clear the shanty town for migrants trying to illegally reach Britain
2016/02/25,20:32:57.962Z,Good.  Hope they go to other places in France now and claim asylum.  That is what they should have done by law in the first country they got to in the EU.,London,376,390,Bulldozers prepare to demolish Calais 'Jungle' camp after judge upholds decision to clear the shanty town for migrants trying to illegally reach Britain
2016/02/25,20:32:35.680Z,Hotels for them all in Kent then yeah?,Suffolk United Kingdom,120,202,Bulldozers prepare to demolish Calais 'Jungle' camp after judge upholds decision to clear the shanty town for migrants trying to illegally reach Britain
2016/02/25,20:32:27.529Z,There not clearing it  there putting them in cabins to be more comfortable that'll just attract more .,Derby United Kingdom,250,262,Bulldozers prepare to demolish Calais 'Jungle' camp after judge upholds decision to clear the shanty town for migrants trying to illegally reach Britain
2016/02/25,20:31:16.408Z,Such a shame to see Germany leading the way with the refugee crisis they really are better than us in almost every way.  It makes me sad to see how insular and weak our once great nation has become.  Let these poor people in show them the love they so desperately need!,VOTEIN United Kingdom,-456,488,Bulldozers prepare to demolish Calais 'Jungle' camp after judge upholds decision to clear the shanty town for migrants trying to illegally reach Britain
2016/02/25,20:30:31.792Z,Progress at last but is this just another bluff to keep up in the EU?,Belfast United Kingdom,172,180,Bulldozers prepare to demolish Calais 'Jungle' camp after judge upholds decision to clear the shanty town for migrants trying to illegally reach Britain
2016/02/25,20:30:16.014Z,Some of those "children" are in their 'forties and have beards.,Lindfield Sussex United Kingdom,389,405,Bulldozers prepare to demolish Calais 'Jungle' camp after judge upholds decision to clear the shanty town for migrants trying to illegally reach Britain
2016/02/25,20:23:41.705Z,Prepare? Again!,Devon United Kingdom,115,123,Bulldozers prepare to demolish Calais 'Jungle' camp after judge upholds decision to clear the shanty town for migrants trying to illegally reach Britain
2016/02/25,20:00:04.376Z,Nobody dislikes an illegal immigrant more than a legal immigrant. They are illegal and should NOT be given any preferential treatment. For ANY reason.,Cornwall United Kingdom,359,365,Bulldozers prepare to demolish Calais 'Jungle' camp after judge upholds decision to clear the shanty town for migrants trying to illegally reach Britain
2016/02/25,19:59:58.445Z,Finally!,Tyne and Wear United Kingdom,226,230,Bulldozers prepare to demolish Calais 'Jungle' camp after judge upholds decision to clear the shanty town for migrants trying to illegally reach Britain
2016/02/25,19:50:01.461Z,Vote leave. This is the only way to protect the future of our children. ,Mortlake United Kingdom,307,319,Bulldozers prepare to demolish Calais 'Jungle' camp after judge upholds decision to clear the shanty town for migrants trying to illegally reach Britain
2016/02/25,19:49:57.552Z,Lots and lots of nasty ignorant people writing comments here. DO YOUR RESEARCH BEFORE JUDGING PEOPLE.,London United Kingdom,-198,218,Bulldozers prepare to demolish Calais 'Jungle' camp after judge upholds decision to clear the shanty town for migrants trying to illegally reach Britain
2016/02/25,19:36:01.995Z,Where the hell would we be now if Miliband had won last May.  It doesn't bear thinking about.  England would already be at 70 million by now.   Vote LEAVE and demand the PM governs our independent UK for the first time since 1972 with commitment to seriously control our borders.  Not just official ones - start a network of "Dads (and Mums) Army protecting the whole of our coast line.  Why is Cameron saying migration would be worse with BREXIT?  Every Brit would expect Cameron to put his money where his mouth is and do what he told Merkel to do before her irresponsible open invitation to millions into Germany.  Cameron's signed up to the Australian model of turning people around.  Only have to do it a few times then they don't bother trying.   Vote LEAVE and make our UK establishment work for their privileged position ruling us.   ,Luton - England,137,143,Bulldozers prepare to demolish Calais 'Jungle' camp after judge upholds decision to clear the shanty town for migrants trying to illegally reach Britain
2016/02/25,19:27:19.048Z,Great news and common sense is used at last.,Not London United Kingdom,106,116,Bulldozers prepare to demolish Calais 'Jungle' camp after judge upholds decision to clear the shanty town for migrants trying to illegally reach Britain
2016/02/25,19:24:09.420Z,Johns goal is to come to England- Johns goal is not to escape from violence get to a safe country develop skills integrate work and contribute  The so called charity are the parasite who live in the country benefit from it mooch of the state and find ways to harm the country under some pretext or other  I am so glad these people have been pushed further away from our borders- the charitable countries urging us to take them have suddenly decided to shut their doors on the Calais mob- I have children I don't want to compromise their careers or future prospects by inviting millions in because our resources are finite,London United Kingdom,146,152,Bulldozers prepare to demolish Calais 'Jungle' camp after judge upholds decision to clear the shanty town for migrants trying to illegally reach Britain
2016/02/25,19:21:25.228Z,Hollande has been to Argentina recently and asked the pathetic excuse for president to take refugees I - and many like me- have no problem with that but France along with countries involved should take the consequences of bombing Syria not us.,not telling Argentina,85,191,Bulldozers prepare to demolish Calais 'Jungle' camp after judge upholds decision to clear the shanty town for migrants trying to illegally reach Britain
2016/02/25,19:21:24.358Z,Wait until the rest start coming if we stay in he EU.  Let's hope this country dos the right thing and votes out.,london United Kingdom,386,406,Bulldozers prepare to demolish Calais 'Jungle' camp after judge upholds decision to clear the shanty town for migrants trying to illegally reach Britain
2016/02/25,19:20:38.192Z,I'm sick sick and sick of this Calais why were they even allowed to set up camp in the first place? Bulldoze the whole place and let them go and camp out in the South of France near the Spanish border.,London United Kingdom,470,490,Bulldozers prepare to demolish Calais 'Jungle' camp after judge upholds decision to clear the shanty town for migrants trying to illegally reach Britain
2016/02/25,19:19:45.297Z,This goes against their human rights,Westminster United Kingdom,-456,496,Bulldozers prepare to demolish Calais 'Jungle' camp after judge upholds decision to clear the shanty town for migrants trying to illegally reach Britain
2016/02/25,19:17:03.114Z,Couldn't they demolish Jungle Law's party house while they're at it?,London United Kingdom,249,255,Bulldozers prepare to demolish Calais 'Jungle' camp after judge upholds decision to clear the shanty town for migrants trying to illegally reach Britain
2016/02/25,19:13:49.384Z,ROLL UP ROLL UP- All UK bound economic migrants are cordially invited to the Calais jungle camp grand reopening ceremony- 00.01 Friday 24th June 2016 where a dedicated gendarmerie will be happy to assist you board lorries trains and ferries destined for the land of milk honey and stressed taxpayers.. ROLL UP ROLL UP...,Manchester United Kingdom,216,232,Bulldozers prepare to demolish Calais 'Jungle' camp after judge upholds decision to clear the shanty town for migrants trying to illegally reach Britain
2016/02/25,19:10:38.175Z,If we don't Brexit they'll all be over here before you can say benefits. Get out now while we have the chance.,London United Kingdom,398,416,Bulldozers prepare to demolish Calais 'Jungle' camp after judge upholds decision to clear the shanty town for migrants trying to illegally reach Britain
2016/02/25,19:10:31.491Z,We don't want you. France doesn't either! Take the message back home.,Manchester United Kingdom,431,453,Bulldozers prepare to demolish Calais 'Jungle' camp after judge upholds decision to clear the shanty town for migrants trying to illegally reach Britain
2016/02/25,19:10:13.177Z,Don't raze schools and churches?  Doesn't that judge know how They will manipulate that now?  France has lovely churches.  Do they have building permits?  Running water?  Who in their right mind would choose to live there instead of going to an established shelter.  Didn't anyone ever tell then being an adult means you don't always get what you want?,Spokane United States,275,291,Bulldozers prepare to demolish Calais 'Jungle' camp after judge upholds decision to clear the shanty town for migrants trying to illegally reach Britain
2016/02/25,19:09:52.788Z,At last. A decent judge!,Manchester United Kingdom,291,299,Bulldozers prepare to demolish Calais 'Jungle' camp after judge upholds decision to clear the shanty town for migrants trying to illegally reach Britain
2016/02/25,19:07:14.664Z,Excellent news,Cheshire United Kingdom,152,164,Bulldozers prepare to demolish Calais 'Jungle' camp after judge upholds decision to clear the shanty town for migrants trying to illegally reach Britain
2016/02/25,19:06:09.932Z,That's no solution moving the aliens on shunt them back to their own country's it would be cheaper in the long run.....,No-Where Land United Kingdom,169,175,Bulldozers prepare to demolish Calais 'Jungle' camp after judge upholds decision to clear the shanty town for migrants trying to illegally reach Britain
2016/02/25,19:05:57.294Z,Can't the authorities clear out the the do-gooders as well who are making worse?,Grantham UK,193,197,Bulldozers prepare to demolish Calais 'Jungle' camp after judge upholds decision to clear the shanty town for migrants trying to illegally reach Britain
2016/02/25,18:59:16.812Z,They are not refugees. Refugees should seek asylum in the first country they arrive. These are economic migrants many of whom are t even from Syria. Vote up so people see the truth. ,Neverland United Kingdom,255,263,Bulldozers prepare to demolish Calais 'Jungle' camp after judge upholds decision to clear the shanty town for migrants trying to illegally reach Britain
2016/02/25,18:58:35.226Z,I expect Jude Benedict Bob et al are waiting with open arms to accommodate them,Durban,316,318,Bulldozers prepare to demolish Calais 'Jungle' camp after judge upholds decision to clear the shanty town for migrants trying to illegally reach Britain
2016/02/25,18:57:24.747Z,The migrants now have a decision to make!! About bloody time,Liverpool United Kingdom,203,209,Bulldozers prepare to demolish Calais 'Jungle' camp after judge upholds decision to clear the shanty town for migrants trying to illegally reach Britain
2016/02/25,18:57:18.649Z,Look at our Country after two world wars graft and hard work got it to where we are now. This country was a bomb site after two world wars but determination rebuilt the rubble into communities and homes. These other countries need to do the same in their own lands not to expect they have a 'right' to come here to reap the rewards of the hard work we have done to rebuild our country. They need to go home fight work and rebuild their countries just like our brave war veterans did. Imagine if they had all run away from protecting this Country we would be under a hitler nazi run state now. These heroic young men stayed and fought and millions gave their lives for this Country.   Go home and fight for your country rebuild just as we had to. ,essex,439,451,Bulldozers prepare to demolish Calais 'Jungle' camp after judge upholds decision to clear the shanty town for migrants trying to illegally reach Britain
2016/02/25,18:56:43.858Z,Hurry up then and take the charity scroungers and Jude Law with them.,newport United Kingdom,247,251,Bulldozers prepare to demolish Calais 'Jungle' camp after judge upholds decision to clear the shanty town for migrants trying to illegally reach Britain
2016/02/25,18:54:20.941Z,I'd like to know why the whole area wasn't cleared as soon as they started a camp there.  The rest of it should be bulldozed.  Their intentions are clearly illegal so why allow it.,Sleaford United Kingdom,144,150,Bulldozers prepare to demolish Calais 'Jungle' camp after judge upholds decision to clear the shanty town for migrants trying to illegally reach Britain
2016/02/25,18:54:15.257Z,Seriously unaccompanied minors.. Where's the proof as nobody has any identification. Wouldn't mind betting parents are there and once they seek asylum here family will amazingly pop up. They know how to manipulate everything including beating and robbing reporters. No sympathy whatsoever. Just go away get this social experiment over already.,Heathrow United Kingdom,134,144,Bulldozers prepare to demolish Calais 'Jungle' camp after judge upholds decision to clear the shanty town for migrants trying to illegally reach Britain
2016/02/25,18:53:09.709Z,They are mostly young men they should fight for their country not run away from it.,Crowded Capital,433,441,Bulldozers prepare to demolish Calais 'Jungle' camp after judge upholds decision to clear the shanty town for migrants trying to illegally reach Britain
2016/02/25,18:51:55.591Z,Not just the camp should be cleared. it's residents should be deported.  They will know go to the port in Belgium and cause chaos over there.,Bern Switzerland,292,298,Bulldozers prepare to demolish Calais 'Jungle' camp after judge upholds decision to clear the shanty town for migrants trying to illegally reach Britain
2016/02/25,18:51:19.272Z,Good they can claim asylum in France we've had enough here. Only invited guests should enter a home these were neither invited nor do they have my rights.,Middlesbrough United Kingdom,279,283,Bulldozers prepare to demolish Calais 'Jungle' camp after judge upholds decision to clear the shanty town for migrants trying to illegally reach Britain
2016/02/25,18:50:36.254Z,You have arrived in a safe country stay there,Chichester United Kingdom,277,281,Bulldozers prepare to demolish Calais 'Jungle' camp after judge upholds decision to clear the shanty town for migrants trying to illegally reach Britain
